,Cash,Portfolio_value,AAPL,JNJ,SPY,Daily_Return,Rolling_Max,Drawdown
2021-12-02,3225.008659362793,10330.980339050293,0.0,20.0,10.0,0.004611993041858664,10607.425346374512,-0.026061461504294656
2021-12-03,3225.008659362793,10334.202995300293,0.0,20.0,10.0,0.0003119409914873472,10607.425346374512,-0.025757650150948535
2021-12-06,4674.284324645996,10448.150749206543,0.0,10.0,10.0,0.011026274010494053,10607.425346374512,-0.015015387048885229
2021-12-07,9088.32820892334,10541.339530944824,0.0,10.0,0.0,0.008919165120713668,10607.425346374512,-0.006230146644612005
2021-12-08,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0008269096934270248,10607.425346374512,-0.005408388719836883
2021-12-09,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2021-12-10,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2021-12-13,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2021-12-14,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2021-12-15,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2021-12-16,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2021-12-17,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2021-12-20,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2021-12-21,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2021-12-22,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2021-12-23,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2021-12-27,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2021-12-28,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2021-12-29,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2021-12-30,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2021-12-31,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2022-01-03,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2022-01-04,10550.056266784668,10550.056266784668,0.0,0.0,0.0,0.0,10607.425346374512,-0.005408388719836883
2022-01-05,4406.299247741699,10550.056266784668,10.0,0.0,10.0,0.0,10607.425346374512,-0.005408388719836883
2022-01-06,2721.6393661499023,10517.294273376465,20.0,0.0,10.0,-0.003105385656695492,10607.425346374512,-0.008496979243775925
2022-01-07,2721.6393661499023,10503.124656677246,20.0,0.0,10.0,-0.0013472682546391557,10607.425346374512,-0.009832799788019656
2022-01-10,2721.6393661499023,10498.03035736084,20.0,0.0,10.0,-0.0004850270260448042,10607.425346374512,-0.010313057640425605
2022-01-11,2721.6393661499023,10594.749717712402,20.0,0.0,10.0,0.009213095891244638,10607.425346374512,-0.0011949769381541535
2022-01-12,1211.436424255371,10615.577354431152,20.0,10.0,10.0,0.001965845090604601,10615.577354431152,0.0
2022-01-13,1211.436424255371,10479.598960876465,20.0,10.0,10.0,-0.012809326239606511,10615.577354431152,-0.012809326239606499
2022-01-14,1211.436424255371,10490.451469421387,20.0,10.0,10.0,0.0010355843372860107,10615.577354431152,-0.011787007039945462
2022-01-18,1211.436424255371,10341.964836120605,20.0,10.0,10.0,-0.01415445595774456,10615.577354431152,-0.025774624325669446
2022-01-19,1211.436424255371,10222.568626403809,20.0,10.0,10.0,-0.011544828435288257,10615.577354431152,-0.037021889145133886
2022-01-20,1211.436424255371,10129.750175476074,20.0,10.0,10.0,-0.009079758162541918,10615.577354431152,-0.0457654975075175
2022-01-21,1211.436424255371,10002.276878356934,20.0,10.0,10.0,-0.012584051423869314,10615.577354431152,-0.0577736335573133
2022-01-24,1211.436424255371,9987.4955368042,20.0,10.0,10.0,-0.0014777976787183622,10615.577354431152,-0.05916605349446955
2022-01-25,1211.436424255371,9942.104759216309,20.0,10.0,10.0,-0.004544760738127374,10615.577354431152,-0.06344191867564536
2022-01-26,1211.436424255371,9936.701774597168,20.0,10.0,10.0,-0.0005434447483699811,10615.577354431152,-0.06395088624648458
2022-01-27,2728.7551498413086,9926.909141540527,20.0,0.0,10.0,-0.000985501354350271,10615.577354431152,-0.06487336391582708
2022-01-28,4397.058219909668,10245.852317810059,10.0,0.0,10.0,0.03212915235970781,10615.577354431152,-0.034828537749457704
2022-01-31,6108.946952819824,10364.732475280762,0.0,0.0,10.0,0.011602759222291148,10615.577354431152,-0.023629885664738056
2022-02-01,6108.946952819824,10393.488883972168,0.0,0.0,10.0,0.0027744477496152165,10615.577354431152,-0.020920997798229056
2022-02-02,10435.109977722168,10435.109977722168,0.0,0.0,0.0,0.004004535360035311,10615.577354431152,-0.01700024131364402
2022-02-03,10435.109977722168,10435.109977722168,0.0,0.0,0.0,0.0,10615.577354431152,-0.01700024131364402
2022-02-04,10435.109977722168,10435.109977722168,0.0,0.0,0.0,0.0,10615.577354431152,-0.01700024131364402
2022-02-07,10435.109977722168,10435.109977722168,0.0,0.0,0.0,0.0,10615.577354431152,-0.01700024131364402
2022-02-08,10435.109977722168,10435.109977722168,0.0,0.0,0.0,0.0,10615.577354431152,-0.01700024131364402
2022-02-09,10435.109977722168,10435.109977722168,0.0,0.0,0.0,0.0,10615.577354431152,-0.01700024131364402
2022-02-10,10435.109977722168,10435.109977722168,0.0,0.0,0.0,0.0,10615.577354431152,-0.01700024131364402
2022-02-11,8781.255149841309,10435.109977722168,10.0,0.0,0.0,0.0,10615.577354431152,-0.01700024131364402
2022-02-14,7308.3198165893555,10437.46379852295,10.0,10.0,0.0,0.00022556741671198033,10615.577354431152,-0.01677850859744854
2022-02-15,9002.873497009277,10491.018180847168,0.0,10.0,0.0,0.005130976581858571,10615.577354431152,-0.011733622150281908
2022-02-16,9002.873497009277,10490.128288269043,0.0,10.0,0.0,-8.482423371924952e-05,10615.577354431152,-0.0118174510884935
2022-02-17,7346.664848327637,10481.056327819824,10.0,10.0,0.0,-0.0008648092949791186,10615.577354431152,-0.012672040541928355
2022-02-18,3239.1990280151367,10449.716758728027,10.0,10.0,10.0,-0.0029901155104579136,10615.577354431152,-0.015624265187412676
2022-02-22,1627.7105331420898,10356.539573669434,20.0,10.0,10.0,-0.008916718721659889,10615.577354431152,-0.024401666731163826
2022-02-23,1627.7105331420898,10201.8168258667,20.0,10.0,10.0,-0.014939618267486132,10615.577354431152,-0.0389767334125959
2022-02-24,1627.7105331420898,10286.681938171387,20.0,10.0,10.0,0.008318627334056083,10615.577354431152,-0.030982338998498105
2022-02-25,1627.7105331420898,10487.81551361084,20.0,10.0,10.0,0.01955281369137074,10615.577354431152,-0.012035317209287931
2022-02-28,1627.7105331420898,10469.716453552246,20.0,10.0,10.0,-0.0017257225811329047,10615.577354431152,-0.013740270171741627
2022-03-01,1627.7105331420898,10364.051170349121,20.0,10.0,10.0,-0.010092468470554783,10615.577354431152,-0.02369406539881123
2022-03-02,1627.7105331420898,10523.039207458496,20.0,10.0,10.0,0.015340336948955757,10615.577354431152,-0.008717203396763813
2022-03-03,3135.881004333496,10517.785301208496,20.0,0.0,10.0,-0.0004992765061899718,10615.577354431152,-0.009212127608098104
2022-03-04,3135.881004333496,10424.281883239746,20.0,0.0,10.0,-0.008890029154522305,10615.577354431152,-0.018020260679609264
2022-03-07,3135.881004333496,10227.865562438965,20.0,0.0,10.0,-0.018842192009080327,10615.577354431152,-0.03652291147691076
2022-03-08,3135.881004333496,10161.302146911621,20.0,0.0,10.0,-0.006508045605506663,10615.577354431152,-0.042793264308879794
2022-03-09,3135.881004333496,10374.940757751465,20.0,0.0,10.0,0.021024727712164015,10615.577354431152,-0.022668253326724713
2022-03-10,3135.881004333496,10269.794883728027,20.0,0.0,10.0,-0.010134599944089273,10615.577354431152,-0.03257311959191636
2022-03-11,3135.881004333496,10144.28279876709,20.0,0.0,10.0,-0.012221479239064914,10615.577354431152,-0.04439650712613712
2022-03-14,3135.881004333496,10034.629173278809,20.0,0.0,10.0,-0.010809401478989566,10615.577354431152,-0.054726008935335434
2022-03-15,3135.881004333496,10209.045372009277,20.0,0.0,10.0,0.017381429419925265,10615.577354431152,-0.03829579577715389
2022-03-16,7256.495323181152,10386.697654724121,20.0,0.0,0.0,0.017401458828062655,10615.577354431152,-0.021560739662595207
2022-03-17,7256.495323181152,10406.89998626709,20.0,0.0,0.0,0.0019450196987085278,10615.577354431152,-0.01965765602724909
2022-03-18,8864.649314880371,10472.80330657959,10.0,0.0,0.0,0.006332656256855085,10615.577354431152,-0.013449484948830012
2022-03-21,10486.533317565918,10486.533317565918,0.0,0.0,0.0,0.0013110158363904834,10615.577354431152,-0.012156101600198772
2022-03-22,10486.533317565918,10486.533317565918,0.0,0.0,0.0,0.0,10615.577354431152,-0.012156101600198772
2022-03-23,10486.533317565918,10486.533317565918,0.0,0.0,0.0,0.0,10615.577354431152,-0.012156101600198772
2022-03-24,10486.533317565918,10486.533317565918,0.0,0.0,0.0,0.0,10615.577354431152,-0.012156101600198772
2022-03-25,10486.533317565918,10486.533317565918,0.0,0.0,0.0,0.0,10615.577354431152,-0.012156101600198772
